Simulated gas cumulative (Surface) (Run 1 - Model output - P01) - 1151 points_Elapsed time Simulated gas cumulative (Surface) (Run 1 - Model output - P01) - 1151 points_Gas volume	
(hr) (scf)                                                                                                                                                                         	
1.29245E+6 1.00118E+9                                                                                                                                                              	
1.29398E+6 1.00133E+9                                                                                                                                                              	
1.29552E+6 1.00147E+9                                                                                                                                                              	
1.29706E+6 1.00161E+9                                                                                                                                                              	
1.29859E+6 1.00175E+9                                                                                                                                                              	
1.30013E+6 1.00190E+9                                                                                                                                                              	
1.30166E+6 1.00204E+9                                                                                                                                                              	
1.30320E+6 1.00218E+9                                                                                                                                                              	
1.30474E+6 1.00232E+9                                                                                                                                                              	
1.30627E+6 1.00246E+9                                                                                                                                                              	
1.30781E+6 1.00260E+9                                                                                                                                                              	
1.30934E+6 1.00274E+9                                                                                                                                                              	
1.31088E+6 1.00288E+9                                                                                                                                                              	
1.31242E+6 1.00302E+9                                                                                                                                                              	
1.31400E+6 1.00316E+9                                                                                                                                                              	
1.31554E+6 1.00330E+9                                                                                                                                                              	
1.31707E+6 1.00344E+9                                                                                                                                                              	
1.31861E+6 1.00358E+9                                                                                                                                                              	
1.32014E+6 1.00372E+9                                                                                                                                                              	
1.32168E+6 1.00385E+9                                                                                                                                                              	
1.32322E+6 1.00399E+9                                                                                                                                                              	
1.32475E+6 1.00413E+9                                                                                                                                                              	
1.32629E+6 1.00426E+9                                                                                                                                                              	
1.32782E+6 1.00440E+9                                                                                                                                                              	
1.32936E+6 1.00453E+9                                                                                                                                                              	
1.33090E+6 1.00467E+9                                                                                                                                                              	
1.33243E+6 1.00481E+9                                                                                                                                                              	
1.33397E+6 1.00494E+9                                                                                                                                                              	
1.33550E+6 1.00508E+9                                                                                                                                                              	
1.33704E+6 1.00521E+9                                                                                                                                                              	
1.33858E+6 1.00534E+9                                                                                                                                                              	
1.34011E+6 1.00548E+9                                                                                                                                                              	
1.34165E+6 1.00561E+9                                                                                                                                                              	
1.34318E+6 1.00574E+9                                                                                                                                                              	
1.34472E+6 1.00588E+9                                                                                                                                                              	
1.34626E+6 1.00601E+9                                                                                                                                                              	
1.34779E+6 1.00614E+9                                                                                                                                                              	
1.34933E+6 1.00627E+9                                                                                                                                                              	
1.35086E+6 1.00640E+9                                                                                                                                                              	
1.35240E+6 1.00654E+9                                                                                                                                                              	
1.35394E+6 1.00667E+9                                                                                                                                                              	
1.35547E+6 1.00680E+9                                                                                                                                                              	
1.35701E+6 1.00693E+9                                                                                                                                                              	
1.35854E+6 1.00706E+9                                                                                                                                                              	
1.36008E+6 1.00719E+9                                                                                                                                                              	
1.36162E+6 1.00732E+9                                                                                                                                                              	
1.36315E+6 1.00745E+9                                                                                                                                                              	
1.36469E+6 1.00758E+9                                                                                                                                                              	
1.36622E+6 1.00771E+9                                                                                                                                                              	
1.36776E+6 1.00783E+9                                                                                                                                                              	
1.36930E+6 1.00796E+9                                                                                                                                                              	
1.37083E+6 1.00809E+9                                                                                                                                                              	
1.37237E+6 1.00822E+9                                                                                                                                                              	
1.37390E+6 1.00834E+9                                                                                                                                                              	
1.37544E+6 1.00847E+9                                                                                                                                                              	
1.37698E+6 1.00860E+9                                                                                                                                                              	
1.37851E+6 1.00872E+9                                                                                                                                                              	
1.38005E+6 1.00885E+9                                                                                                                                                              	
1.38158E+6 1.00898E+9                                                                                                                                                              	
1.38312E+6 1.00910E+9                                                                                                                                                              	
1.38466E+6 1.00923E+9                                                                                                                                                              	
1.38619E+6 1.00935E+9                                                                                                                                                              	
1.38773E+6 1.00948E+9                                                                                                                                                              	
1.38926E+6 1.00960E+9                                                                                                                                                              	
1.39080E+6 1.00973E+9                                                                                                                                                              	
1.39234E+6 1.00985E+9                                                                                                                                                              	
1.39387E+6 1.00997E+9                                                                                                                                                              	
1.39541E+6 1.01010E+9                                                                                                                                                              	
1.39694E+6 1.01022E+9                                                                                                                                                              	
1.39848E+6 1.01034E+9                                                                                                                                                              	
1.40002E+6 1.01047E+9                                                                                                                                                              	
1.40160E+6 1.01059E+9                                                                                                                                                              	
1.40314E+6 1.01071E+9                                                                                                                                                              	
1.40467E+6 1.01084E+9                                                                                                                                                              	
1.40621E+6 1.01096E+9                                                                                                                                                              	
1.40774E+6 1.01108E+9                                                                                                                                                              	
1.40928E+6 1.01120E+9                                                                                                                                                              	
1.41082E+6 1.01132E+9                                                                                                                                                              	
1.41235E+6 1.01144E+9                                                                                                                                                              	
1.41389E+6 1.01156E+9                                                                                                                                                              	
1.41542E+6 1.01168E+9                                                                                                                                                              	
1.41696E+6 1.01180E+9                                                                                                                                                              	
1.41850E+6 1.01192E+9                                                                                                                                                              	
1.42003E+6 1.01204E+9                                                                                                                                                              	
1.42157E+6 1.01216E+9                                                                                                                                                              	
1.42310E+6 1.01228E+9                                                                                                                                                              	
1.42464E+6 1.01239E+9                                                                                                                                                              	
1.42618E+6 1.01251E+9                                                                                                                                                              	
1.42771E+6 1.01263E+9                                                                                                                                                              	
1.42925E+6 1.01275E+9                                                                                                                                                              	
1.43078E+6 1.01287E+9                                                                                                                                                              	
1.43232E+6 1.01298E+9                                                                                                                                                              	
1.43386E+6 1.01310E+9                                                                                                                                                              	
1.43539E+6 1.01322E+9                                                                                                                                                              	
1.43693E+6 1.01333E+9                                                                                                                                                              	
1.43846E+6 1.01345E+9                                                                                                                                                              	
1.44000E+6 1.01356E+9                                                                                                                                                              	
1.44154E+6 1.01368E+9                                                                                                                                                              	
1.44307E+6 1.01380E+9                                                                                                                                                              	
1.44461E+6 1.01391E+9                                                                                                                                                              	
1.44614E+6 1.01403E+9                                                                                                                                                              	
1.44768E+6 1.01414E+9                                                                                                                                                              	
1.44922E+6 1.01425E+9                                                                                                                                                              	
1.45075E+6 1.01437E+9                                                                                                                                                              	
1.45229E+6 1.01448E+9                                                                                                                                                              	
1.45382E+6 1.01460E+9                                                                                                                                                              	
1.45536E+6 1.01471E+9                                                                                                                                                              	
1.45690E+6 1.01482E+9                                                                                                                                                              	
1.45843E+6 1.01494E+9                                                                                                                                                              	
1.45997E+6 1.01505E+9                                                                                                                                                              	
1.46150E+6 1.01516E+9                                                                                                                                                              	
1.46304E+6 1.01527E+9                                                                                                                                                              	
1.46458E+6 1.01539E+9                                                                                                                                                              	
1.46611E+6 1.01550E+9                                                                                                                                                              	
1.46765E+6 1.01561E+9                                                                                                                                                              	
1.46918E+6 1.01572E+9                                                                                                                                                              	
1.47072E+6 1.01583E+9                                                                                                                                                              	
1.47226E+6 1.01594E+9                                                                                                                                                              	
1.47379E+6 1.01605E+9                                                                                                                                                              	
1.47533E+6 1.01616E+9                                                                                                                                                              	
1.47686E+6 1.01627E+9                                                                                                                                                              	
1.47840E+6 1.01638E+9                                                                                                                                                              	
1.47994E+6 1.01649E+9                                                                                                                                                              	
1.48147E+6 1.01660E+9                                                                                                                                                              	
1.48301E+6 1.01671E+9                                                                                                                                                              	
1.48454E+6 1.01682E+9                                                                                                                                                              	
1.48608E+6 1.01693E+9                                                                                                                                                              	
1.48762E+6 1.01704E+9                                                                                                                                                              	
1.48920E+6 1.01715E+9                                                                                                                                                              	
1.49074E+6 1.01726E+9                                                                                                                                                              	
1.49227E+6 1.01736E+9                                                                                                                                                              	
1.49381E+6 1.01747E+9                                                                                                                                                              	
1.49534E+6 1.01758E+9                                                                                                                                                              	
1.49688E+6 1.01769E+9                                                                                                                                                              	
1.49842E+6 1.01779E+9                                                                                                                                                              	
1.49995E+6 1.01790E+9                                                                                                                                                              	
1.50149E+6 1.01801E+9                                                                                                                                                              	
1.50302E+6 1.01811E+9                                                                                                                                                              	
1.50456E+6 1.01822E+9                                                                                                                                                              	
1.50610E+6 1.01832E+9                                                                                                                                                              	
1.50763E+6 1.01843E+9                                                                                                                                                              	
1.50917E+6 1.01853E+9                                                                                                                                                              	
1.51070E+6 1.01864E+9                                                                                                                                                              	
1.51224E+6 1.01874E+9                                                                                                                                                              	
1.51378E+6 1.01885E+9                                                                                                                                                              	
1.51531E+6 1.01895E+9                                                                                                                                                              	
1.51685E+6 1.01906E+9                                                                                                                                                              	
1.51838E+6 1.01916E+9                                                                                                                                                              	
1.51992E+6 1.01927E+9                                                                                                                                                              	
1.52146E+6 1.01937E+9                                                                                                                                                              	
1.52299E+6 1.01947E+9                                                                                                                                                              	
1.52453E+6 1.01958E+9                                                                                                                                                              	
1.52606E+6 1.01968E+9                                                                                                                                                              	
1.52760E+6 1.01978E+9                                                                                                                                                              	
1.52914E+6 1.01988E+9                                                                                                                                                              	
1.53067E+6 1.01999E+9                                                                                                                                                              	
1.53221E+6 1.02009E+9                                                                                                                                                              	
1.53374E+6 1.02019E+9                                                                                                                                                              	
1.53528E+6 1.02029E+9                                                                                                                                                              	
1.53682E+6 1.02039E+9                                                                                                                                                              	
1.53835E+6 1.02050E+9                                                                                                                                                              	
1.53989E+6 1.02060E+9                                                                                                                                                              	
1.54142E+6 1.02070E+9                                                                                                                                                              	
1.54296E+6 1.02080E+9                                                                                                                                                              	
1.54450E+6 1.02090E+9                                                                                                                                                              	
1.54603E+6 1.02100E+9                                                                                                                                                              	
1.54757E+6 1.02110E+9                                                                                                                                                              	
1.54910E+6 1.02120E+9                                                                                                                                                              	
1.55064E+6 1.02130E+9                                                                                                                                                              	
1.55218E+6 1.02140E+9                                                                                                                                                              	
1.55371E+6 1.02150E+9                                                                                                                                                              	
1.55525E+6 1.02160E+9                                                                                                                                                              	
1.55678E+6 1.02169E+9                                                                                                                                                              	
1.55832E+6 1.02179E+9                                                                                                                                                              	
1.55986E+6 1.02189E+9                                                                                                                                                              	
1.56139E+6 1.02199E+9                                                                                                                                                              	
1.56293E+6 1.02209E+9                                                                                                                                                              	
1.56446E+6 1.02219E+9                                                                                                                                                              	
1.56600E+6 1.02228E+9                                                                                                                                                              	
1.56754E+6 1.02238E+9                                                                                                                                                              	
1.56907E+6 1.02248E+9                                                                                                                                                              	
1.57061E+6 1.02258E+9                                                                                                                                                              	
1.57214E+6 1.02267E+9                                                                                                                                                              	
1.57368E+6 1.02277E+9                                                                                                                                                              	
1.57522E+6 1.02287E+9                                                                                                                                                              	
1.57680E+6 1.02296E+9                                                                                                                                                              	
1.57834E+6 1.02306E+9                                                                                                                                                              	
1.57987E+6 1.02316E+9                                                                                                                                                              	
1.58141E+6 1.02325E+9                                                                                                                                                              	
1.58294E+6 1.02335E+9                                                                                                                                                              	
1.58448E+6 1.02344E+9                                                                                                                                                              	
1.58602E+6 1.02354E+9                                                                                                                                                              	
1.58755E+6 1.02363E+9                                                                                                                                                              	
1.58909E+6 1.02373E+9                                                                                                                                                              	
1.59062E+6 1.02382E+9                                                                                                                                                              	
1.59216E+6 1.02392E+9                                                                                                                                                              	
1.59370E+6 1.02401E+9                                                                                                                                                              	
1.59523E+6 1.02410E+9                                                                                                                                                              	
1.59677E+6 1.02420E+9                                                                                                                                                              	
1.59830E+6 1.02429E+9                                                                                                                                                              	
1.59984E+6 1.02439E+9                                                                                                                                                              	
1.60138E+6 1.02448E+9                                                                                                                                                              	
1.60291E+6 1.02457E+9                                                                                                                                                              	
1.60445E+6 1.02466E+9                                                                                                                                                              	
1.60598E+6 1.02476E+9                                                                                                                                                              	
1.60752E+6 1.02485E+9                                                                                                                                                              	
1.60906E+6 1.02494E+9                                                                                                                                                              	
1.61059E+6 1.02503E+9                                                                                                                                                              	
1.61213E+6 1.02513E+9                                                                                                                                                              	
1.61366E+6 1.02522E+9                                                                                                                                                              	
1.61520E+6 1.02531E+9                                                                                                                                                              	
1.61674E+6 1.02540E+9                                                                                                                                                              	
1.61827E+6 1.02549E+9                                                                                                                                                              	
1.61981E+6 1.02558E+9                                                                                                                                                              	
1.62134E+6 1.02567E+9                                                                                                                                                              	
1.62288E+6 1.02576E+9                                                                                                                                                              	
1.62442E+6 1.02585E+9                                                                                                                                                              	
1.62595E+6 1.02595E+9                                                                                                                                                              	
1.62749E+6 1.02604E+9                                                                                                                                                              	
1.62902E+6 1.02613E+9                                                                                                                                                              	
1.63056E+6 1.02622E+9                                                                                                                                                              	
1.63210E+6 1.02630E+9                                                                                                                                                              	
1.63363E+6 1.02639E+9                                                                                                                                                              	
1.63517E+6 1.02648E+9                                                                                                                                                              	
1.63670E+6 1.02657E+9                                                                                                                                                              	
1.63824E+6 1.02666E+9                                                                                                                                                              	
1.63978E+6 1.02675E+9                                                                                                                                                              	
1.64131E+6 1.02684E+9                                                                                                                                                              	
1.64285E+6 1.02693E+9                                                                                                                                                              	
1.64438E+6 1.02702E+9                                                                                                                                                              	
1.64592E+6 1.02710E+9                                                                                                                                                              	
1.64746E+6 1.02719E+9                                                                                                                                                              	
1.64899E+6 1.02728E+9                                                                                                                                                              	
1.65053E+6 1.02737E+9                                                                                                                                                              	
1.65206E+6 1.02745E+9                                                                                                                                                              	
1.65360E+6 1.02754E+9                                                                                                                                                              	
1.65514E+6 1.02763E+9                                                                                                                                                              	
1.65667E+6 1.02771E+9                                                                                                                                                              	
1.65821E+6 1.02780E+9                                                                                                                                                              	
1.65974E+6 1.02789E+9                                                                                                                                                              	
1.66128E+6 1.02797E+9                                                                                                                                                              	
1.66282E+6 1.02806E+9                                                                                                                                                              	
1.66440E+6 1.02815E+9                                                                                                                                                              	
1.66594E+6 1.02823E+9                                                                                                                                                              	
1.66747E+6 1.02832E+9                                                                                                                                                              	
1.66901E+6 1.02841E+9                                                                                                                                                              	
1.67054E+6 1.02849E+9                                                                                                                                                              	
1.67208E+6 1.02858E+9                                                                                                                                                              	
