Simulated gas rate (Surface) (Run 1 - Model output - P01) - 1151 points_Elapsed time Simulated gas rate (Surface) (Run 1 - Model output - P01) - 1151 points_Gas rate	
(hr) (Mscf/D)                                                                                                                                                        	
1.33090E+6 2.11789                                                                                                                                                   	
1.33243E+6 2.11308                                                                                                                                                   	
1.33397E+6 2.10829                                                                                                                                                   	
1.33550E+6 2.10351                                                                                                                                                   	
1.33704E+6 2.09875                                                                                                                                                   	
1.33858E+6 2.09400                                                                                                                                                   	
1.34011E+6 2.08928                                                                                                                                                   	
1.34165E+6 2.08456                                                                                                                                                   	
1.34318E+6 2.07985                                                                                                                                                   	
1.34472E+6 2.07517                                                                                                                                                   	
1.34626E+6 2.07049                                                                                                                                                   	
1.34779E+6 2.06583                                                                                                                                                   	
1.34933E+6 2.06118                                                                                                                                                   	
1.35086E+6 2.05655                                                                                                                                                   	
1.35240E+6 2.05193                                                                                                                                                   	
1.35394E+6 2.04733                                                                                                                                                   	
1.35547E+6 2.04274                                                                                                                                                   	
1.35701E+6 2.03816                                                                                                                                                   	
1.35854E+6 2.03360                                                                                                                                                   	
1.36008E+6 2.02905                                                                                                                                                   	
1.36162E+6 2.02452                                                                                                                                                   	
1.36315E+6 2.02000                                                                                                                                                   	
1.36469E+6 2.01549                                                                                                                                                   	
1.36622E+6 2.01100                                                                                                                                                   	
1.36776E+6 2.00652                                                                                                                                                   	
1.36930E+6 2.00206                                                                                                                                                   	
1.37083E+6 1.99760                                                                                                                                                   	
1.37237E+6 1.99316                                                                                                                                                   	
1.37390E+6 1.98874                                                                                                                                                   	
1.37544E+6 1.98433                                                                                                                                                   	
1.37698E+6 1.97993                                                                                                                                                   	
1.37851E+6 1.97555                                                                                                                                                   	
1.38005E+6 1.97117                                                                                                                                                   	
1.38158E+6 1.96681                                                                                                                                                   	
1.38312E+6 1.96247                                                                                                                                                   	
1.38466E+6 1.95814                                                                                                                                                   	
1.38619E+6 1.95381                                                                                                                                                   	
1.38773E+6 1.94951                                                                                                                                                   	
1.38926E+6 1.94521                                                                                                                                                   	
1.39080E+6 1.94093                                                                                                                                                   	
1.39234E+6 1.93666                                                                                                                                                   	
1.39387E+6 1.93240                                                                                                                                                   	
1.39541E+6 1.92816                                                                                                                                                   	
1.39694E+6 1.92393                                                                                                                                                   	
1.39848E+6 1.91971                                                                                                                                                   	
1.40002E+6 1.91550                                                                                                                                                   	
1.40160E+6 1.91118                                                                                                                                                   	
1.40314E+6 1.90700                                                                                                                                                   	
1.40467E+6 1.90283                                                                                                                                                   	
1.40621E+6 1.89867                                                                                                                                                   	
1.40774E+6 1.89453                                                                                                                                                   	
1.40928E+6 1.89040                                                                                                                                                   	
1.41082E+6 1.88628                                                                                                                                                   	
1.41235E+6 1.88218                                                                                                                                                   	
1.41389E+6 1.87808                                                                                                                                                   	
1.41542E+6 1.87400                                                                                                                                                   	
1.41696E+6 1.86993                                                                                                                                                   	
1.41850E+6 1.86587                                                                                                                                                   	
1.42003E+6 1.86183                                                                                                                                                   	
1.42157E+6 1.85779                                                                                                                                                   	
1.42310E+6 1.85377                                                                                                                                                   	
1.42464E+6 1.84976                                                                                                                                                   	
1.42618E+6 1.84576                                                                                                                                                   	
1.42771E+6 1.84177                                                                                                                                                   	
1.42925E+6 1.83779                                                                                                                                                   	
1.43078E+6 1.83383                                                                                                                                                   	
1.43232E+6 1.82987                                                                                                                                                   	
1.43386E+6 1.82593                                                                                                                                                   	
1.43539E+6 1.82200                                                                                                                                                   	
1.43693E+6 1.81808                                                                                                                                                   	
1.43846E+6 1.81418                                                                                                                                                   	
1.44000E+6 1.81028                                                                                                                                                   	
1.44154E+6 1.80639                                                                                                                                                   	
1.44307E+6 1.80252                                                                                                                                                   	
1.44461E+6 1.79866                                                                                                                                                   	
1.44614E+6 1.79480                                                                                                                                                   	
1.44768E+6 1.79097                                                                                                                                                   	
1.44922E+6 1.78714                                                                                                                                                   	
1.45075E+6 1.78332                                                                                                                                                   	
1.45229E+6 1.77951                                                                                                                                                   	
1.45382E+6 1.77571                                                                                                                                                   	
1.45536E+6 1.77193                                                                                                                                                   	
1.45690E+6 1.76816                                                                                                                                                   	
1.45843E+6 1.76439                                                                                                                                                   	
1.45997E+6 1.76064                                                                                                                                                   	
1.46150E+6 1.75690                                                                                                                                                   	
1.46304E+6 1.75317                                                                                                                                                   	
1.46458E+6 1.74945                                                                                                                                                   	
1.46611E+6 1.74574                                                                                                                                                   	
1.46765E+6 1.74204                                                                                                                                                   	
1.46918E+6 1.73835                                                                                                                                                   	
1.47072E+6 1.73467                                                                                                                                                   	
1.47226E+6 1.73100                                                                                                                                                   	
1.47379E+6 1.72734                                                                                                                                                   	
1.47533E+6 1.72370                                                                                                                                                   	
1.47686E+6 1.72006                                                                                                                                                   	
1.47840E+6 1.71643                                                                                                                                                   	
1.47994E+6 1.71282                                                                                                                                                   	
1.48147E+6 1.70921                                                                                                                                                   	
1.48301E+6 1.70562                                                                                                                                                   	
1.48454E+6 1.70203                                                                                                                                                   	
1.48608E+6 1.69846                                                                                                                                                   	
1.48762E+6 1.69489                                                                                                                                                   	
1.48920E+6 1.69122                                                                                                                                                   	
1.49074E+6 1.68768                                                                                                                                                   	
1.49227E+6 1.68415                                                                                                                                                   	
1.49381E+6 1.68062                                                                                                                                                   	
1.49534E+6 1.67711                                                                                                                                                   	
1.49688E+6 1.67360                                                                                                                                                   	
1.49842E+6 1.67011                                                                                                                                                   	
1.49995E+6 1.66662                                                                                                                                                   	
1.50149E+6 1.66315                                                                                                                                                   	
1.50302E+6 1.65968                                                                                                                                                   	
1.50456E+6 1.65623                                                                                                                                                   	
1.50610E+6 1.65278                                                                                                                                                   	
1.50763E+6 1.64935                                                                                                                                                   	
1.50917E+6 1.64592                                                                                                                                                   	
1.51070E+6 1.64250                                                                                                                                                   	
1.51224E+6 1.63910                                                                                                                                                   	
1.51378E+6 1.63570                                                                                                                                                   	
1.51531E+6 1.63231                                                                                                                                                   	
1.51685E+6 1.62893                                                                                                                                                   	
1.51838E+6 1.62556                                                                                                                                                   	
1.51992E+6 1.62220                                                                                                                                                   	
1.52146E+6 1.61885                                                                                                                                                   	
1.52299E+6 1.61551                                                                                                                                                   	
1.52453E+6 1.61217                                                                                                                                                   	
1.52606E+6 1.60885                                                                                                                                                   	
1.52760E+6 1.60554                                                                                                                                                   	
1.52914E+6 1.60223                                                                                                                                                   	
1.53067E+6 1.59893                                                                                                                                                   	
1.53221E+6 1.59565                                                                                                                                                   	
1.53374E+6 1.59237                                                                                                                                                   	
1.53528E+6 1.58910                                                                                                                                                   	
1.53682E+6 1.58584                                                                                                                                                   	
1.53835E+6 1.58259                                                                                                                                                   	
1.53989E+6 1.57935                                                                                                                                                   	
1.54142E+6 1.57612                                                                                                                                                   	
1.54296E+6 1.57289                                                                                                                                                   	
1.54450E+6 1.56968                                                                                                                                                   	
1.54603E+6 1.56647                                                                                                                                                   	
1.54757E+6 1.56328                                                                                                                                                   	
1.54910E+6 1.56009                                                                                                                                                   	
1.55064E+6 1.55691                                                                                                                                                   	
1.55218E+6 1.55374                                                                                                                                                   	
1.55371E+6 1.55058                                                                                                                                                   	
1.55525E+6 1.54743                                                                                                                                                   	
1.55678E+6 1.54428                                                                                                                                                   	
1.55832E+6 1.54114                                                                                                                                                   	
1.55986E+6 1.53802                                                                                                                                                   	
1.56139E+6 1.53490                                                                                                                                                   	
1.56293E+6 1.53178                                                                                                                                                   	
1.56446E+6 1.52868                                                                                                                                                   	
1.56600E+6 1.52559                                                                                                                                                   	
1.56754E+6 1.52250                                                                                                                                                   	
1.56907E+6 1.51943                                                                                                                                                   	
1.57061E+6 1.51636                                                                                                                                                   	
1.57214E+6 1.51330                                                                                                                                                   	
1.57368E+6 1.51025                                                                                                                                                   	
1.57522E+6 1.50720                                                                                                                                                   	
1.57680E+6 1.50407                                                                                                                                                   	
1.57834E+6 1.50105                                                                                                                                                   	
1.57987E+6 1.49803                                                                                                                                                   	
1.58141E+6 1.49502                                                                                                                                                   	
1.58294E+6 1.49202                                                                                                                                                   	
1.58448E+6 1.48902                                                                                                                                                   	
1.58602E+6 1.48604                                                                                                                                                   	
1.58755E+6 1.48305                                                                                                                                                   	
1.58909E+6 1.48008                                                                                                                                                   	
1.59062E+6 1.47712                                                                                                                                                   	
1.59216E+6 1.47416                                                                                                                                                   	
1.59370E+6 1.47121                                                                                                                                                   	
1.59523E+6 1.46828                                                                                                                                                   	
1.59677E+6 1.46534                                                                                                                                                   	
1.59830E+6 1.46242                                                                                                                                                   	
1.59984E+6 1.45950                                                                                                                                                   	
1.60138E+6 1.45659                                                                                                                                                   	
1.60291E+6 1.45369                                                                                                                                                   	
1.60445E+6 1.45080                                                                                                                                                   	
1.60598E+6 1.44791                                                                                                                                                   	
1.60752E+6 1.44503                                                                                                                                                   	
1.60906E+6 1.44216                                                                                                                                                   	
1.61059E+6 1.43930                                                                                                                                                   	
1.61213E+6 1.43645                                                                                                                                                   	
1.61366E+6 1.43360                                                                                                                                                   	
1.61520E+6 1.43076                                                                                                                                                   	
1.61674E+6 1.42793                                                                                                                                                   	
1.61827E+6 1.42510                                                                                                                                                   	
1.61981E+6 1.42229                                                                                                                                                   	
1.62134E+6 1.41948                                                                                                                                                   	
1.62288E+6 1.41667                                                                                                                                                   	
1.62442E+6 1.41388                                                                                                                                                   	
1.62595E+6 1.41109                                                                                                                                                   	
1.62749E+6 1.40831                                                                                                                                                   	
1.62902E+6 1.40554                                                                                                                                                   	
1.63056E+6 1.40278                                                                                                                                                   	
1.63210E+6 1.40002                                                                                                                                                   	
1.63363E+6 1.39727                                                                                                                                                   	
1.63517E+6 1.39453                                                                                                                                                   	
1.63670E+6 1.39179                                                                                                                                                   	
1.63824E+6 1.38906                                                                                                                                                   	
1.63978E+6 1.38634                                                                                                                                                   	
1.64131E+6 1.38362                                                                                                                                                   	
1.64285E+6 1.38092                                                                                                                                                   	
1.64438E+6 1.37821                                                                                                                                                   	
1.64592E+6 1.37552                                                                                                                                                   	
1.64746E+6 1.37284                                                                                                                                                   	
1.64899E+6 1.37016                                                                                                                                                   	
1.65053E+6 1.36748                                                                                                                                                   	
1.65206E+6 1.36482                                                                                                                                                   	
1.65360E+6 1.36216                                                                                                                                                   	
1.65514E+6 1.35951                                                                                                                                                   	
1.65667E+6 1.35686                                                                                                                                                   	
1.65821E+6 1.35422                                                                                                                                                   	
1.65974E+6 1.35159                                                                                                                                                   	
1.66128E+6 1.34897                                                                                                                                                   	
1.66282E+6 1.34635                                                                                                                                                   	
1.66440E+6 1.34366                                                                                                                                                   	
1.66594E+6 1.34106                                                                                                                                                   	
1.66747E+6 1.33846                                                                                                                                                   	
1.66901E+6 1.33587                                                                                                                                                   	
1.67054E+6 1.33329                                                                                                                                                   	
1.67208E+6 1.33071                                                                                                                                                   	
1.67362E+6 1.32814                                                                                                                                                   	
1.67515E+6 1.32558                                                                                                                                                   	
1.67669E+6 1.32302                                                                                                                                                   	
1.67822E+6 1.32047                                                                                                                                                   	
1.67976E+6 1.31792                                                                                                                                                   	
1.68130E+6 1.31539                                                                                                                                                   	
1.68283E+6 1.31286                                                                                                                                                   	
1.68437E+6 1.31033                                                                                                                                                   	
1.68590E+6 1.30782                                                                                                                                                   	
1.68744E+6 1.30530                                                                                                                                                   	
1.68898E+6 1.30280                                                                                                                                                   	
1.69051E+6 1.30030                                                                                                                                                   	
1.69205E+6 1.29781                                                                                                                                                   	
1.69358E+6 1.29533                                                                                                                                                   	
1.69512E+6 1.29284                                                                                                                                                   	
1.69666E+6 1.29037                                                                                                                                                   	
1.69819E+6 1.28790                                                                                                                                                   	
1.69973E+6 1.28544                                                                                                                                                   	
1.70126E+6 1.28299                                                                                                                                                   	
1.70280E+6 1.28054                                                                                                                                                   	
1.70434E+6 1.27810                                                                                                                                                   	
1.70587E+6 1.27566                                                                                                                                                   	
1.70741E+6 1.27323                                                                                                                                                   	
1.70894E+6 1.27081                                                                                                                                                   	
1.71048E+6 1.26839                                                                                                                                                   	
1.71202E+6 1.26598                                                                                                                                                   	
1.71355E+6 1.26357                                                                                                                                                   	
1.71509E+6 1.26117                                                                                                                                                   	
1.71662E+6 1.25878                                                                                                                                                   	
1.71816E+6 1.25640                                                                                                                                                   	
1.71970E+6 1.25402                                                                                                                                                   	
1.72123E+6 1.25164                                                                                                                                                   	
1.72277E+6 1.24927                                                                                                                                                   	
1.72430E+6 1.24691                                                                                                                                                   	
1.72584E+6 1.24455                                                                                                                                                   	
1.72738E+6 1.24220                                                                                                                                                   	
1.72891E+6 1.23985                                                                                                                                                   	
1.73045E+6 1.23751                                                                                                                                                   	
1.73198E+6 1.23518                                                                                                                                                   	
1.73352E+6 1.23284                                                                                                                                                   	
1.73506E+6 1.23053                                                                                                                                                   	
1.73659E+6 1.22821                                                                                                                                                   	
1.73813E+6 1.22590                                                                                                                                                   	
1.73966E+6 1.22359                                                                                                                                                   	
1.74120E+6 1.22130                                                                                                                                                   	
