Simulated gas rate (Bottomhole) (Run 1 - Model output - P01) - 1151 points_Elapsed time Simulated gas rate (Bottomhole) (Run 1 - Model output - P01) - 1151 points_Gas rate downhole	
(hr) (Mcf/D)                                                                                                                                                                        	
1.30474E+6 0.135935                                                                                                                                                                 	
1.30627E+6 0.135622                                                                                                                                                                 	
1.30781E+6 0.13531                                                                                                                                                                  	
1.30934E+6 0.134999                                                                                                                                                                 	
1.31088E+6 0.13469                                                                                                                                                                  	
1.31242E+6 0.134381                                                                                                                                                                 	
1.31400E+6 0.134064                                                                                                                                                                 	
1.31554E+6 0.133757                                                                                                                                                                 	
1.31707E+6 0.133451                                                                                                                                                                 	
1.31861E+6 0.133146                                                                                                                                                                 	
1.32014E+6 0.132842                                                                                                                                                                 	
1.32168E+6 0.132539                                                                                                                                                                 	
1.32322E+6 0.132237                                                                                                                                                                 	
1.32475E+6 0.131936                                                                                                                                                                 	
1.32629E+6 0.131636                                                                                                                                                                 	
1.32782E+6 0.131336                                                                                                                                                                 	
1.32936E+6 0.131038                                                                                                                                                                 	
1.33090E+6 0.130741                                                                                                                                                                 	
1.33243E+6 0.130444                                                                                                                                                                 	
1.33397E+6 0.130148                                                                                                                                                                 	
1.33550E+6 0.129853                                                                                                                                                                 	
1.33704E+6 0.129559                                                                                                                                                                 	
1.33858E+6 0.129266                                                                                                                                                                 	
1.34011E+6 0.128974                                                                                                                                                                 	
1.34165E+6 0.128683                                                                                                                                                                 	
1.34318E+6 0.128393                                                                                                                                                                 	
1.34472E+6 0.128103                                                                                                                                                                 	
1.34626E+6 0.127815                                                                                                                                                                 	
1.34779E+6 0.127527                                                                                                                                                                 	
1.34933E+6 0.12724                                                                                                                                                                  	
1.35086E+6 0.126954                                                                                                                                                                 	
1.35240E+6 0.126669                                                                                                                                                                 	
1.35394E+6 0.126385                                                                                                                                                                 	
1.35547E+6 0.126101                                                                                                                                                                 	
1.35701E+6 0.125819                                                                                                                                                                 	
1.35854E+6 0.125537                                                                                                                                                                 	
1.36008E+6 0.125256                                                                                                                                                                 	
1.36162E+6 0.124977                                                                                                                                                                 	
1.36315E+6 0.124698                                                                                                                                                                 	
1.36469E+6 0.12442                                                                                                                                                                  	
1.36622E+6 0.124142                                                                                                                                                                 	
1.36776E+6 0.123866                                                                                                                                                                 	
1.36930E+6 0.12359                                                                                                                                                                  	
1.37083E+6 0.123315                                                                                                                                                                 	
1.37237E+6 0.123041                                                                                                                                                                 	
1.37390E+6 0.122768                                                                                                                                                                 	
1.37544E+6 0.122496                                                                                                                                                                 	
1.37698E+6 0.122224                                                                                                                                                                 	
1.37851E+6 0.121954                                                                                                                                                                 	
1.38005E+6 0.121684                                                                                                                                                                 	
1.38158E+6 0.121414                                                                                                                                                                 	
1.38312E+6 0.121146                                                                                                                                                                 	
1.38466E+6 0.120879                                                                                                                                                                 	
1.38619E+6 0.120612                                                                                                                                                                 	
1.38773E+6 0.120346                                                                                                                                                                 	
1.38926E+6 0.120081                                                                                                                                                                 	
1.39080E+6 0.119817                                                                                                                                                                 	
1.39234E+6 0.119553                                                                                                                                                                 	
1.39387E+6 0.11929                                                                                                                                                                  	
1.39541E+6 0.119028                                                                                                                                                                 	
1.39694E+6 0.118767                                                                                                                                                                 	
1.39848E+6 0.118507                                                                                                                                                                 	
1.40002E+6 0.118247                                                                                                                                                                 	
1.40160E+6 0.11798                                                                                                                                                                  	
1.40314E+6 0.117722                                                                                                                                                                 	
1.40467E+6 0.117465                                                                                                                                                                 	
1.40621E+6 0.117208                                                                                                                                                                 	
1.40774E+6 0.116953                                                                                                                                                                 	
1.40928E+6 0.116698                                                                                                                                                                 	
1.41082E+6 0.116443                                                                                                                                                                 	
1.41235E+6 0.11619                                                                                                                                                                  	
1.41389E+6 0.115937                                                                                                                                                                 	
1.41542E+6 0.115685                                                                                                                                                                 	
1.41696E+6 0.115434                                                                                                                                                                 	
1.41850E+6 0.115183                                                                                                                                                                 	
1.42003E+6 0.114934                                                                                                                                                                 	
1.42157E+6 0.114684                                                                                                                                                                 	
1.42310E+6 0.114436                                                                                                                                                                 	
1.42464E+6 0.114189                                                                                                                                                                 	
1.42618E+6 0.113942                                                                                                                                                                 	
1.42771E+6 0.113695                                                                                                                                                                 	
1.42925E+6 0.11345                                                                                                                                                                  	
1.43078E+6 0.113206                                                                                                                                                                 	
1.43232E+6 0.112961                                                                                                                                                                 	
1.43386E+6 0.112718                                                                                                                                                                 	
1.43539E+6 0.112475                                                                                                                                                                 	
1.43693E+6 0.112233                                                                                                                                                                 	
1.43846E+6 0.111992                                                                                                                                                                 	
1.44000E+6 0.111751                                                                                                                                                                 	
1.44154E+6 0.111512                                                                                                                                                                 	
1.44307E+6 0.111272                                                                                                                                                                 	
1.44461E+6 0.111034                                                                                                                                                                 	
1.44614E+6 0.110796                                                                                                                                                                 	
1.44768E+6 0.110559                                                                                                                                                                 	
1.44922E+6 0.110323                                                                                                                                                                 	
1.45075E+6 0.110087                                                                                                                                                                 	
1.45229E+6 0.109852                                                                                                                                                                 	
1.45382E+6 0.109617                                                                                                                                                                 	
1.45536E+6 0.109384                                                                                                                                                                 	
1.45690E+6 0.109151                                                                                                                                                                 	
1.45843E+6 0.108919                                                                                                                                                                 	
1.45997E+6 0.108687                                                                                                                                                                 	
1.46150E+6 0.108456                                                                                                                                                                 	
1.46304E+6 0.108226                                                                                                                                                                 	
1.46458E+6 0.107996                                                                                                                                                                 	
1.46611E+6 0.107767                                                                                                                                                                 	
1.46765E+6 0.107539                                                                                                                                                                 	
1.46918E+6 0.107311                                                                                                                                                                 	
1.47072E+6 0.107084                                                                                                                                                                 	
1.47226E+6 0.106857                                                                                                                                                                 	
1.47379E+6 0.106632                                                                                                                                                                 	
1.47533E+6 0.106407                                                                                                                                                                 	
1.47686E+6 0.106182                                                                                                                                                                 	
1.47840E+6 0.105958                                                                                                                                                                 	
1.47994E+6 0.105735                                                                                                                                                                 	
1.48147E+6 0.105512                                                                                                                                                                 	
1.48301E+6 0.10529                                                                                                                                                                  	
1.48454E+6 0.105069                                                                                                                                                                 	
1.48608E+6 0.104848                                                                                                                                                                 	
1.48762E+6 0.104628                                                                                                                                                                 	
1.48920E+6 0.104402                                                                                                                                                                 	
1.49074E+6 0.104183                                                                                                                                                                 	
1.49227E+6 0.103965                                                                                                                                                                 	
1.49381E+6 0.103748                                                                                                                                                                 	
1.49534E+6 0.103531                                                                                                                                                                 	
1.49688E+6 0.103314                                                                                                                                                                 	
1.49842E+6 0.103099                                                                                                                                                                 	
1.49995E+6 0.102883                                                                                                                                                                 	
1.50149E+6 0.102669                                                                                                                                                                 	
1.50302E+6 0.102455                                                                                                                                                                 	
1.50456E+6 0.102242                                                                                                                                                                 	
1.50610E+6 0.102029                                                                                                                                                                 	
1.50763E+6 0.101817                                                                                                                                                                 	
1.50917E+6 0.101605                                                                                                                                                                 	
1.51070E+6 0.101394                                                                                                                                                                 	
1.51224E+6 0.101184                                                                                                                                                                 	
1.51378E+6 0.100974                                                                                                                                                                 	
1.51531E+6 0.100765                                                                                                                                                                 	
1.51685E+6 0.100557                                                                                                                                                                 	
1.51838E+6 0.100349                                                                                                                                                                 	
1.51992E+6 0.100141                                                                                                                                                                 	
1.52146E+6 0.099934                                                                                                                                                                 	
1.52299E+6 0.099728                                                                                                                                                                 	
1.52453E+6 0.099522                                                                                                                                                                 	
1.52606E+6 0.099317                                                                                                                                                                 	
1.52760E+6 0.099112                                                                                                                                                                 	
1.52914E+6 0.098908                                                                                                                                                                 	
1.53067E+6 0.098705                                                                                                                                                                 	
1.53221E+6 0.098502                                                                                                                                                                 	
1.53374E+6 0.0983                                                                                                                                                                   	
1.53528E+6 0.098098                                                                                                                                                                 	
1.53682E+6 0.097897                                                                                                                                                                 	
1.53835E+6 0.097696                                                                                                                                                                 	
1.53989E+6 0.097496                                                                                                                                                                 	
1.54142E+6 0.097296                                                                                                                                                                 	
1.54296E+6 0.097097                                                                                                                                                                 	
1.54450E+6 0.096899                                                                                                                                                                 	
1.54603E+6 0.096701                                                                                                                                                                 	
1.54757E+6 0.096504                                                                                                                                                                 	
1.54910E+6 0.096307                                                                                                                                                                 	
1.55064E+6 0.09611                                                                                                                                                                  	
1.55218E+6 0.095915                                                                                                                                                                 	
1.55371E+6 0.09572                                                                                                                                                                  	
1.55525E+6 0.095525                                                                                                                                                                 	
1.55678E+6 0.095331                                                                                                                                                                 	
1.55832E+6 0.095137                                                                                                                                                                 	
1.55986E+6 0.094944                                                                                                                                                                 	
1.56139E+6 0.094752                                                                                                                                                                 	
1.56293E+6 0.094559                                                                                                                                                                 	
1.56446E+6 0.094368                                                                                                                                                                 	
1.56600E+6 0.094177                                                                                                                                                                 	
1.56754E+6 0.093987                                                                                                                                                                 	
1.56907E+6 0.093797                                                                                                                                                                 	
1.57061E+6 0.093607                                                                                                                                                                 	
1.57214E+6 0.093418                                                                                                                                                                 	
1.57368E+6 0.09323                                                                                                                                                                  	
1.57522E+6 0.093042                                                                                                                                                                 	
1.57680E+6 0.092849                                                                                                                                                                 	
1.57834E+6 0.092662                                                                                                                                                                 	
1.57987E+6 0.092476                                                                                                                                                                 	
1.58141E+6 0.09229                                                                                                                                                                  	
1.58294E+6 0.092105                                                                                                                                                                 	
1.58448E+6 0.09192                                                                                                                                                                  	
1.58602E+6 0.091735                                                                                                                                                                 	
1.58755E+6 0.091551                                                                                                                                                                 	
1.58909E+6 0.091368                                                                                                                                                                 	
1.59062E+6 0.091185                                                                                                                                                                 	
1.59216E+6 0.091002                                                                                                                                                                 	
1.59370E+6 0.09082                                                                                                                                                                  	
1.59523E+6 0.090639                                                                                                                                                                 	
1.59677E+6 0.090458                                                                                                                                                                 	
1.59830E+6 0.090277                                                                                                                                                                 	
1.59984E+6 0.090097                                                                                                                                                                 	
1.60138E+6 0.089918                                                                                                                                                                 	
1.60291E+6 0.089739                                                                                                                                                                 	
1.60445E+6 0.08956                                                                                                                                                                  	
1.60598E+6 0.089382                                                                                                                                                                 	
1.60752E+6 0.089204                                                                                                                                                                 	
1.60906E+6 0.089027                                                                                                                                                                 	
1.61059E+6 0.08885                                                                                                                                                                  	
1.61213E+6 0.088674                                                                                                                                                                 	
1.61366E+6 0.088498                                                                                                                                                                 	
1.61520E+6 0.088323                                                                                                                                                                 	
1.61674E+6 0.088148                                                                                                                                                                 	
1.61827E+6 0.087974                                                                                                                                                                 	
1.61981E+6 0.0878                                                                                                                                                                   	
1.62134E+6 0.087627                                                                                                                                                                 	
1.62288E+6 0.087454                                                                                                                                                                 	
1.62442E+6 0.087281                                                                                                                                                                 	
1.62595E+6 0.087109                                                                                                                                                                 	
1.62749E+6 0.086938                                                                                                                                                                 	
1.62902E+6 0.086766                                                                                                                                                                 	
1.63056E+6 0.086596                                                                                                                                                                 	
1.63210E+6 0.086426                                                                                                                                                                 	
1.63363E+6 0.086256                                                                                                                                                                 	
1.63517E+6 0.086086                                                                                                                                                                 	
1.63670E+6 0.085918                                                                                                                                                                 	
1.63824E+6 0.085749                                                                                                                                                                 	
1.63978E+6 0.085581                                                                                                                                                                 	
1.64131E+6 0.085413                                                                                                                                                                 	
1.64285E+6 0.085246                                                                                                                                                                 	
1.64438E+6 0.085079                                                                                                                                                                 	
1.64592E+6 0.084913                                                                                                                                                                 	
1.64746E+6 0.084747                                                                                                                                                                 	
1.64899E+6 0.084582                                                                                                                                                                 	
1.65053E+6 0.084417                                                                                                                                                                 	
1.65206E+6 0.084252                                                                                                                                                                 	
1.65360E+6 0.084088                                                                                                                                                                 	
1.65514E+6 0.083925                                                                                                                                                                 	
1.65667E+6 0.083761                                                                                                                                                                 	
1.65821E+6 0.083598                                                                                                                                                                 	
1.65974E+6 0.083436                                                                                                                                                                 	
1.66128E+6 0.083274                                                                                                                                                                 	
1.66282E+6 0.083112                                                                                                                                                                 	
1.66440E+6 0.082946                                                                                                                                                                 	
1.66594E+6 0.082786                                                                                                                                                                 	
1.66747E+6 0.082625                                                                                                                                                                 	
1.66901E+6 0.082465                                                                                                                                                                 	
1.67054E+6 0.082306                                                                                                                                                                 	
1.67208E+6 0.082147                                                                                                                                                                 	
1.67362E+6 0.081988                                                                                                                                                                 	
1.67515E+6 0.08183                                                                                                                                                                  	
1.67669E+6 0.081672                                                                                                                                                                 	
1.67822E+6 0.081515                                                                                                                                                                 	
1.67976E+6 0.081358                                                                                                                                                                 	
1.68130E+6 0.081201                                                                                                                                                                 	
